IDCLIENTE,OFERTAID,CANTIDAD,FECHAINICIAL,FECHAFINAL
39935,39936,39935,18/05/2020,20/05/2020
39936,39937,39936,20/05/2020,18/05/2020
39937,39938,39937,23/05/2020,24/05/2020
39938,39939,39938,24/05/2020,23/05/2020
39939,39940,39939,21/05/2020,22/05/2020
39940,39941,39940,18/05/2020,24/05/2020
39941,39942,39941,22/05/2020,23/05/2020
39942,39943,39942,18/05/2020,20/05/2020
39943,39944,39943,21/05/2020,24/05/2020
39944,39945,39944,19/05/2020,20/05/2020
39945,39946,39945,24/05/2020,23/05/2020
39946,39947,39946,21/05/2020,24/05/2020
39947,39948,39947,20/05/2020,23/05/2020
39948,39949,39948,24/05/2020,23/05/2020
39949,39950,39949,23/05/2020,18/05/2020
39950,39951,39950,22/05/2020,21/05/2020
39951,39952,39951,21/05/2020,24/05/2020
39952,39953,39952,19/05/2020,20/05/2020
39953,39954,39953,23/05/2020,21/05/2020
39954,39955,39954,18/05/2020,24/05/2020
39955,39956,39955,19/05/2020,21/05/2020
39956,39957,39956,24/05/2020,24/05/2020
39957,39958,39957,23/05/2020,22/05/2020
39958,39959,39958,24/05/2020,20/05/2020
39959,39960,39959,18/05/2020,24/05/2020
39960,39961,39960,19/05/2020,19/05/2020
39961,39962,39961,23/05/2020,24/05/2020
39962,39963,39962,19/05/2020,21/05/2020
39963,39964,39963,18/05/2020,21/05/2020
39964,39965,39964,21/05/2020,18/05/2020
39965,39966,39965,21/05/2020,22/05/2020
39966,39967,39966,20/05/2020,23/05/2020
39967,39968,39967,22/05/2020,19/05/2020
39968,39969,39968,23/05/2020,21/05/2020
39969,39970,39969,20/05/2020,23/05/2020
39970,39971,39970,19/05/2020,21/05/2020
39971,39972,39971,20/05/2020,22/05/2020
39972,39973,39972,20/05/2020,18/05/2020
39973,39974,39973,21/05/2020,22/05/2020
39974,39975,39974,23/05/2020,24/05/2020
39975,39976,39975,19/05/2020,20/05/2020
39976,39977,39976,22/05/2020,21/05/2020
39977,39978,39977,18/05/2020,22/05/2020
39978,39979,39978,19/05/2020,21/05/2020
39979,39980,39979,24/05/2020,21/05/2020
39980,39981,39980,24/05/2020,21/05/2020
39981,39982,39981,24/05/2020,24/05/2020
39982,39983,39982,23/05/2020,19/05/2020
39983,39984,39983,19/05/2020,18/05/2020
39984,39985,39984,23/05/2020,21/05/2020
39985,39986,39985,22/05/2020,20/05/2020
39986,39987,39986,19/05/2020,24/05/2020
39987,39988,39987,19/05/2020,21/05/2020
39988,39989,39988,21/05/2020,23/05/2020
39989,39990,39989,24/05/2020,23/05/2020
39990,39991,39990,21/05/2020,24/05/2020
39991,39992,39991,20/05/2020,22/05/2020
39992,39993,39992,23/05/2020,22/05/2020
39993,39994,39993,19/05/2020,22/05/2020
39994,39995,39994,19/05/2020,22/05/2020
39995,39996,39995,20/05/2020,23/05/2020
39996,39997,39996,18/05/2020,20/05/2020
39997,39998,39997,21/05/2020,20/05/2020
39998,39999,39998,18/05/2020,22/05/2020
39999,40000,39999,20/05/2020,22/05/2020
40000,40001,40000,24/05/2020,23/05/2020
40001,40002,40001,21/05/2020,18/05/2020
40002,40003,40002,18/05/2020,19/05/2020
40003,40004,40003,23/05/2020,20/05/2020
40004,40005,40004,20/05/2020,22/05/2020
40005,40006,40005,20/05/2020,19/05/2020
40006,40007,40006,20/05/2020,19/05/2020
40007,40008,40007,20/05/2020,24/05/2020
40008,40009,40008,21/05/2020,20/05/2020
40009,40010,40009,19/05/2020,19/05/2020
40010,40011,40010,20/05/2020,21/05/2020
40011,40012,40011,18/05/2020,21/05/2020
40012,40013,40012,24/05/2020,24/05/2020
40013,40014,40013,22/05/2020,18/05/2020
40014,40015,40014,23/05/2020,19/05/2020
40015,40016,40015,18/05/2020,21/05/2020
40016,40017,40016,23/05/2020,21/05/2020
40017,40018,40017,18/05/2020,22/05/2020
40018,40019,40018,21/05/2020,24/05/2020
40019,40020,40019,18/05/2020,18/05/2020
40020,40021,40020,22/05/2020,18/05/2020
40021,40022,40021,18/05/2020,24/05/2020
40022,40023,40022,21/05/2020,18/05/2020
40023,40024,40023,24/05/2020,19/05/2020
40024,40025,40024,19/05/2020,19/05/2020
40025,40026,40025,24/05/2020,19/05/2020
40026,40027,40026,21/05/2020,18/05/2020
40027,40028,40027,24/05/2020,24/05/2020
40028,40029,40028,23/05/2020,23/05/2020
40029,40030,40029,19/05/2020,20/05/2020
40030,40031,40030,23/05/2020,18/05/2020
40031,40032,40031,20/05/2020,22/05/2020
40032,40033,40032,19/05/2020,24/05/2020
40033,40034,40033,18/05/2020,24/05/2020
40034,40035,40034,23/05/2020,24/05/2020
40035,40036,40035,22/05/2020,21/05/2020
40036,40037,40036,20/05/2020,18/05/2020
40037,40038,40037,19/05/2020,19/05/2020
40038,40039,40038,19/05/2020,23/05/2020
40039,40040,40039,18/05/2020,23/05/2020
40040,40041,40040,24/05/2020,21/05/2020
40041,40042,40041,22/05/2020,23/05/2020
40042,40043,40042,21/05/2020,22/05/2020
40043,40044,40043,24/05/2020,18/05/2020
40044,40045,40044,18/05/2020,20/05/2020
40045,40046,40045,20/05/2020,24/05/2020
40046,40047,40046,22/05/2020,18/05/2020
40047,40048,40047,22/05/2020,24/05/2020
40048,40049,40048,18/05/2020,21/05/2020
40049,40050,40049,21/05/2020,20/05/2020
40050,40051,40050,24/05/2020,20/05/2020
40051,40052,40051,23/05/2020,19/05/2020
40052,40053,40052,18/05/2020,24/05/2020
40053,40054,40053,22/05/2020,22/05/2020
40054,40055,40054,24/05/2020,20/05/2020
40055,40056,40055,23/05/2020,24/05/2020
40056,40057,40056,23/05/2020,22/05/2020
40057,40058,40057,21/05/2020,18/05/2020
40058,40059,40058,22/05/2020,20/05/2020
40059,40060,40059,22/05/2020,22/05/2020
40060,40061,40060,23/05/2020,24/05/2020
40061,40062,40061,18/05/2020,24/05/2020
40062,40063,40062,19/05/2020,20/05/2020
40063,40064,40063,20/05/2020,19/05/2020
40064,40065,40064,19/05/2020,23/05/2020
40065,40066,40065,23/05/2020,19/05/2020
40066,40067,40066,20/05/2020,24/05/2020
40067,40068,40067,24/05/2020,23/05/2020
40068,40069,40068,21/05/2020,21/05/2020
40069,40070,40069,19/05/2020,24/05/2020
40070,40071,40070,22/05/2020,24/05/2020
40071,40072,40071,23/05/2020,24/05/2020
40072,40073,40072,22/05/2020,23/05/2020
40073,40074,40073,20/05/2020,24/05/2020
40074,40075,40074,21/05/2020,23/05/2020
40075,40076,40075,21/05/2020,22/05/2020
40076,40077,40076,21/05/2020,19/05/2020
40077,40078,40077,22/05/2020,18/05/2020
40078,40079,40078,21/05/2020,24/05/2020
40079,40080,40079,20/05/2020,23/05/2020
40080,40081,40080,20/05/2020,20/05/2020
40081,40082,40081,21/05/2020,21/05/2020
40082,40083,40082,19/05/2020,22/05/2020
40083,40084,40083,20/05/2020,21/05/2020
40084,40085,40084,22/05/2020,21/05/2020
40085,40086,40085,21/05/2020,21/05/2020
40086,40087,40086,18/05/2020,18/05/2020
40087,40088,40087,19/05/2020,24/05/2020
40088,40089,40088,21/05/2020,22/05/2020
40089,40090,40089,18/05/2020,23/05/2020
40090,40091,40090,18/05/2020,23/05/2020
40091,40092,40091,24/05/2020,22/05/2020
40092,40093,40092,18/05/2020,18/05/2020
40093,40094,40093,21/05/2020,23/05/2020
40094,40095,40094,23/05/2020,24/05/2020
40095,40096,40095,22/05/2020,22/05/2020
40096,40097,40096,21/05/2020,23/05/2020
40097,40098,40097,24/05/2020,23/05/2020
40098,40099,40098,19/05/2020,18/05/2020
40099,40100,40099,20/05/2020,18/05/2020
40100,40101,40100,24/05/2020,23/05/2020
40101,40102,40101,23/05/2020,20/05/2020
40102,40103,40102,23/05/2020,24/05/2020
40103,40104,40103,23/05/2020,22/05/2020
40104,40105,40104,19/05/2020,22/05/2020
40105,40106,40105,20/05/2020,20/05/2020
40106,40107,40106,21/05/2020,22/05/2020
40107,40108,40107,21/05/2020,19/05/2020
40108,40109,40108,22/05/2020,24/05/2020
40109,40110,40109,24/05/2020,22/05/2020
40110,40111,40110,20/05/2020,22/05/2020
40111,40112,40111,21/05/2020,23/05/2020
40112,40113,40112,18/05/2020,24/05/2020
40113,40114,40113,22/05/2020,21/05/2020
40114,40115,40114,23/05/2020,19/05/2020
40115,40116,40115,21/05/2020,20/05/2020
40116,40117,40116,21/05/2020,21/05/2020
40117,40118,40117,19/05/2020,22/05/2020
40118,40119,40118,22/05/2020,23/05/2020
40119,40120,40119,18/05/2020,24/05/2020
40120,40121,40120,21/05/2020,24/05/2020
40121,40122,40121,20/05/2020,23/05/2020
40122,40123,40122,19/05/2020,24/05/2020
40123,40124,40123,23/05/2020,20/05/2020
40124,40125,40124,19/05/2020,22/05/2020
40125,40126,40125,19/05/2020,19/05/2020
40126,40127,40126,22/05/2020,20/05/2020
40127,40128,40127,23/05/2020,21/05/2020
40128,40129,40128,22/05/2020,18/05/2020
40129,40130,40129,24/05/2020,18/05/2020
40130,40131,40130,23/05/2020,21/05/2020
40131,40132,40131,20/05/2020,21/05/2020
40132,40133,40132,23/05/2020,19/05/2020
40133,40134,40133,24/05/2020,21/05/2020
40134,40135,40134,20/05/2020,18/05/2020
40135,40136,40135,21/05/2020,20/05/2020
40136,40137,40136,18/05/2020,19/05/2020
40137,40138,40137,23/05/2020,24/05/2020
40138,40139,40138,18/05/2020,18/05/2020
40139,40140,40139,18/05/2020,23/05/2020
40140,40141,40140,20/05/2020,21/05/2020
40141,40142,40141,20/05/2020,20/05/2020
40142,40143,40142,18/05/2020,18/05/2020
40143,40144,40143,19/05/2020,21/05/2020
40144,40145,40144,23/05/2020,20/05/2020
40145,40146,40145,20/05/2020,20/05/2020
40146,40147,40146,20/05/2020,18/05/2020
40147,40148,40147,20/05/2020,21/05/2020
40148,40149,40148,20/05/2020,24/05/2020
40149,40150,40149,21/05/2020,22/05/2020
40150,40151,40150,18/05/2020,21/05/2020
40151,40152,40151,23/05/2020,21/05/2020
40152,40153,40152,24/05/2020,19/05/2020
40153,40154,40153,19/05/2020,22/05/2020
40154,40155,40154,18/05/2020,23/05/2020
40155,40156,40155,20/05/2020,22/05/2020
40156,40157,40156,24/05/2020,18/05/2020
40157,40158,40157,19/05/2020,24/05/2020
40158,40159,40158,23/05/2020,20/05/2020
40159,40160,40159,23/05/2020,20/05/2020
40160,40161,40160,21/05/2020,23/05/2020
40161,40162,40161,22/05/2020,21/05/2020
40162,40163,40162,20/05/2020,20/05/2020
40163,40164,40163,19/05/2020,20/05/2020
40164,40165,40164,24/05/2020,20/05/2020
40165,40166,40165,24/05/2020,20/05/2020
40166,40167,40166,21/05/2020,22/05/2020
40167,40168,40167,18/05/2020,19/05/2020
40168,40169,40168,24/05/2020,23/05/2020
40169,40170,40169,23/05/2020,19/05/2020
40170,40171,40170,18/05/2020,24/05/2020
40171,40172,40171,18/05/2020,24/05/2020
40172,40173,40172,18/05/2020,23/05/2020
40173,40174,40173,22/05/2020,20/05/2020
40174,40175,40174,20/05/2020,20/05/2020
40175,40176,40175,18/05/2020,19/05/2020
40176,40177,40176,24/05/2020,22/05/2020
40177,40178,40177,22/05/2020,24/05/2020
40178,40179,40178,23/05/2020,18/05/2020
40179,40180,40179,21/05/2020,18/05/2020
40180,40181,40180,24/05/2020,21/05/2020
40181,40182,40181,21/05/2020,19/05/2020
40182,40183,40182,20/05/2020,18/05/2020
40183,40184,40183,19/05/2020,24/05/2020
40184,40185,40184,24/05/2020,24/05/2020
40185,40186,40185,22/05/2020,21/05/2020
40186,40187,40186,24/05/2020,19/05/2020
40187,40188,40187,20/05/2020,21/05/2020
40188,40189,40188,21/05/2020,20/05/2020
40189,40190,40189,21/05/2020,20/05/2020
40190,40191,40190,20/05/2020,24/05/2020
40191,40192,40191,22/05/2020,24/05/2020
40192,40193,40192,18/05/2020,18/05/2020
40193,40194,40193,18/05/2020,22/05/2020
40194,40195,40194,18/05/2020,21/05/2020
40195,40196,40195,18/05/2020,21/05/2020
40196,40197,40196,19/05/2020,22/05/2020
40197,40198,40197,20/05/2020,18/05/2020
40198,40199,40198,18/05/2020,22/05/2020
40199,40200,40199,19/05/2020,18/05/2020
40200,40201,40200,22/05/2020,21/05/2020
40201,40202,40201,24/05/2020,19/05/2020
40202,40203,40202,18/05/2020,23/05/2020
40203,40204,40203,20/05/2020,24/05/2020
40204,40205,40204,20/05/2020,22/05/2020
40205,40206,40205,22/05/2020,19/05/2020
40206,40207,40206,21/05/2020,19/05/2020
40207,40208,40207,20/05/2020,24/05/2020
40208,40209,40208,24/05/2020,18/05/2020
40209,40210,40209,23/05/2020,20/05/2020
40210,40211,40210,23/05/2020,20/05/2020
40211,40212,40211,22/05/2020,22/05/2020
40212,40213,40212,22/05/2020,24/05/2020
40213,40214,40213,19/05/2020,21/05/2020
40214,40215,40214,21/05/2020,21/05/2020
40215,40216,40215,20/05/2020,23/05/2020
40216,40217,40216,23/05/2020,24/05/2020
40217,40218,40217,20/05/2020,24/05/2020
40218,40219,40218,18/05/2020,21/05/2020
40219,40220,40219,20/05/2020,23/05/2020
40220,40221,40220,18/05/2020,21/05/2020
40221,40222,40221,20/05/2020,19/05/2020
40222,40223,40222,24/05/2020,19/05/2020
40223,40224,40223,18/05/2020,19/05/2020
40224,40225,40224,24/05/2020,22/05/2020
40225,40226,40225,21/05/2020,18/05/2020
40226,40227,40226,23/05/2020,18/05/2020
40227,40228,40227,19/05/2020,22/05/2020
40228,40229,40228,23/05/2020,21/05/2020
40229,40230,40229,23/05/2020,21/05/2020
40230,40231,40230,23/05/2020,23/05/2020
40231,40232,40231,23/05/2020,20/05/2020
40232,40233,40232,21/05/2020,23/05/2020
40233,40234,40233,24/05/2020,23/05/2020
40234,40235,40234,23/05/2020,23/05/2020
40235,40236,40235,18/05/2020,18/05/2020
40236,40237,40236,22/05/2020,20/05/2020
40237,40238,40237,19/05/2020,21/05/2020
40238,40239,40238,23/05/2020,22/05/2020
40239,40240,40239,18/05/2020,20/05/2020
40240,40241,40240,18/05/2020,24/05/2020
40241,40242,40241,20/05/2020,20/05/2020
40242,40243,40242,18/05/2020,19/05/2020
40243,40244,40243,20/05/2020,23/05/2020
40244,40245,40244,19/05/2020,20/05/2020
40245,40246,40245,23/05/2020,18/05/2020
40246,40247,40246,24/05/2020,21/05/2020
40247,40248,40247,22/05/2020,18/05/2020
40248,40249,40248,23/05/2020,19/05/2020
40249,40250,40249,23/05/2020,22/05/2020
40250,40251,40250,18/05/2020,23/05/2020
40251,40252,40251,19/05/2020,19/05/2020
40252,40253,40252,19/05/2020,19/05/2020
40253,40254,40253,21/05/2020,24/05/2020
40254,40255,40254,22/05/2020,20/05/2020
40255,40256,40255,19/05/2020,23/05/2020
40256,40257,40256,24/05/2020,21/05/2020
40257,40258,40257,19/05/2020,22/05/2020
40258,40259,40258,20/05/2020,21/05/2020
40259,40260,40259,20/05/2020,21/05/2020
40260,40261,40260,18/05/2020,18/05/2020
40261,40262,40261,20/05/2020,24/05/2020
40262,40263,40262,23/05/2020,18/05/2020
40263,40264,40263,22/05/2020,18/05/2020
40264,40265,40264,23/05/2020,24/05/2020
40265,40266,40265,18/05/2020,21/05/2020
40266,40267,40266,20/05/2020,22/05/2020
40267,40268,40267,19/05/2020,23/05/2020
40268,40269,40268,21/05/2020,24/05/2020
40269,40270,40269,21/05/2020,23/05/2020
40270,40271,40270,18/05/2020,24/05/2020
40271,40272,40271,24/05/2020,24/05/2020
40272,40273,40272,21/05/2020,19/05/2020
40273,40274,40273,18/05/2020,22/05/2020
40274,40275,40274,18/05/2020,24/05/2020
40275,40276,40275,18/05/2020,19/05/2020
40276,40277,40276,22/05/2020,23/05/2020
40277,40278,40277,21/05/2020,18/05/2020
40278,40279,40278,23/05/2020,20/05/2020
40279,40280,40279,20/05/2020,23/05/2020
40280,40281,40280,20/05/2020,22/05/2020
40281,40282,40281,18/05/2020,24/05/2020
40282,40283,40282,18/05/2020,21/05/2020
40283,40284,40283,19/05/2020,18/05/2020
40284,40285,40284,18/05/2020,21/05/2020
40285,40286,40285,22/05/2020,22/05/2020
40286,40287,40286,21/05/2020,18/05/2020
40287,40288,40287,18/05/2020,18/05/2020
40288,40289,40288,20/05/2020,24/05/2020
40289,40290,40289,19/05/2020,24/05/2020
40290,40291,40290,24/05/2020,20/05/2020
40291,40292,40291,23/05/2020,24/05/2020
40292,40293,40292,24/05/2020,20/05/2020
40293,40294,40293,20/05/2020,21/05/2020
40294,40295,40294,20/05/2020,22/05/2020
40295,40296,40295,22/05/2020,19/05/2020
40296,40297,40296,23/05/2020,23/05/2020
40297,40298,40297,21/05/2020,19/05/2020
40298,40299,40298,18/05/2020,23/05/2020
40299,40300,40299,19/05/2020,19/05/2020
40300,40301,40300,18/05/2020,21/05/2020
40301,40302,40301,24/05/2020,19/05/2020
40302,40303,40302,21/05/2020,20/05/2020
40303,40304,40303,23/05/2020,21/05/2020
40304,40305,40304,21/05/2020,23/05/2020
40305,40306,40305,18/05/2020,21/05/2020
40306,40307,40306,23/05/2020,18/05/2020
40307,40308,40307,19/05/2020,21/05/2020
40308,40309,40308,19/05/2020,19/05/2020
40309,40310,40309,23/05/2020,24/05/2020
40310,40311,40310,19/05/2020,23/05/2020
40311,40312,40311,24/05/2020,18/05/2020
40312,40313,40312,20/05/2020,19/05/2020
40313,40314,40313,18/05/2020,18/05/2020
40314,40315,40314,20/05/2020,23/05/2020
40315,40316,40315,22/05/2020,22/05/2020
40316,40317,40316,19/05/2020,19/05/2020
40317,40318,40317,20/05/2020,19/05/2020
40318,40319,40318,18/05/2020,24/05/2020
40319,40320,40319,22/05/2020,19/05/2020
40320,40321,40320,19/05/2020,21/05/2020
40321,40322,40321,20/05/2020,21/05/2020
40322,40323,40322,23/05/2020,23/05/2020
40323,40324,40323,22/05/2020,19/05/2020
40324,40325,40324,24/05/2020,19/05/2020
40325,40326,40325,19/05/2020,21/05/2020
40326,40327,40326,23/05/2020,21/05/2020
40327,40328,40327,21/05/2020,21/05/2020
40328,40329,40328,20/05/2020,18/05/2020
40329,40330,40329,18/05/2020,22/05/2020
40330,40331,40330,19/05/2020,19/05/2020
40331,40332,40331,24/05/2020,18/05/2020
40332,40333,40332,19/05/2020,21/05/2020
40333,40334,40333,22/05/2020,24/05/2020
40334,40335,40334,20/05/2020,22/05/2020
40335,40336,40335,18/05/2020,22/05/2020
40336,40337,40336,18/05/2020,24/05/2020
40337,40338,40337,20/05/2020,19/05/2020
40338,40339,40338,19/05/2020,20/05/2020
40339,40340,40339,24/05/2020,21/05/2020
40340,40341,40340,20/05/2020,22/05/2020
40341,40342,40341,24/05/2020,20/05/2020
40342,40343,40342,23/05/2020,22/05/2020
40343,40344,40343,23/05/2020,18/05/2020
40344,40345,40344,19/05/2020,18/05/2020
40345,40346,40345,18/05/2020,19/05/2020
40346,40347,40346,18/05/2020,23/05/2020
40347,40348,40347,22/05/2020,23/05/2020
40348,40349,40348,22/05/2020,20/05/2020
40349,40350,40349,23/05/2020,19/05/2020
40350,40351,40350,21/05/2020,21/05/2020
40351,40352,40351,22/05/2020,22/05/2020
40352,40353,40352,23/05/2020,20/05/2020
40353,40354,40353,23/05/2020,24/05/2020
40354,40355,40354,24/05/2020,23/05/2020
40355,40356,40355,18/05/2020,19/05/2020
40356,40357,40356,22/05/2020,22/05/2020
40357,40358,40357,22/05/2020,18/05/2020
40358,40359,40358,21/05/2020,20/05/2020
40359,40360,40359,24/05/2020,19/05/2020
40360,40361,40360,18/05/2020,23/05/2020
40361,40362,40361,20/05/2020,21/05/2020
40362,40363,40362,23/05/2020,24/05/2020
40363,40364,40363,22/05/2020,21/05/2020
40364,40365,40364,19/05/2020,20/05/2020
40365,40366,40365,24/05/2020,20/05/2020
40366,40367,40366,23/05/2020,24/05/2020
40367,40368,40367,21/05/2020,22/05/2020
40368,40369,40368,19/05/2020,20/05/2020
40369,40370,40369,24/05/2020,22/05/2020
40370,40371,40370,24/05/2020,20/05/2020
40371,40372,40371,20/05/2020,20/05/2020
40372,40373,40372,21/05/2020,22/05/2020
40373,40374,40373,18/05/2020,20/05/2020
40374,40375,40374,22/05/2020,22/05/2020
40375,40376,40375,23/05/2020,24/05/2020
40376,40377,40376,22/05/2020,21/05/2020
40377,40378,40377,23/05/2020,18/05/2020
40378,40379,40378,23/05/2020,23/05/2020
40379,40380,40379,18/05/2020,19/05/2020
40380,40381,40380,24/05/2020,19/05/2020
40381,40382,40381,22/05/2020,22/05/2020
40382,40383,40382,20/05/2020,21/05/2020
40383,40384,40383,24/05/2020,24/05/2020
40384,40385,40384,18/05/2020,24/05/2020
40385,40386,40385,22/05/2020,20/05/2020
40386,40387,40386,22/05/2020,19/05/2020
40387,40388,40387,20/05/2020,18/05/2020
40388,40389,40388,19/05/2020,20/05/2020
40389,40390,40389,21/05/2020,21/05/2020
40390,40391,40390,20/05/2020,20/05/2020
40391,40392,40391,23/05/2020,18/05/2020
40392,40393,40392,22/05/2020,20/05/2020
40393,40394,40393,24/05/2020,20/05/2020
40394,40395,40394,19/05/2020,22/05/2020
40395,40396,40395,21/05/2020,23/05/2020
40396,40397,40396,21/05/2020,23/05/2020
40397,40398,40397,24/05/2020,19/05/2020
40398,40399,40398,19/05/2020,21/05/2020
40399,40400,40399,19/05/2020,19/05/2020
40400,40401,40400,20/05/2020,20/05/2020
40401,40402,40401,18/05/2020,23/05/2020
40402,40403,40402,21/05/2020,22/05/2020
40403,40404,40403,23/05/2020,21/05/2020
40404,40405,40404,24/05/2020,18/05/2020
40405,40406,40405,22/05/2020,20/05/2020
40406,40407,40406,19/05/2020,20/05/2020
40407,40408,40407,21/05/2020,24/05/2020
40408,40409,40408,24/05/2020,20/05/2020
40409,40410,40409,22/05/2020,20/05/2020
40410,40411,40410,23/05/2020,18/05/2020
40411,40412,40411,20/05/2020,19/05/2020
40412,40413,40412,19/05/2020,20/05/2020
40413,40414,40413,18/05/2020,19/05/2020
40414,40415,40414,18/05/2020,18/05/2020
40415,40416,40415,20/05/2020,19/05/2020
40416,40417,40416,23/05/2020,21/05/2020
40417,40418,40417,21/05/2020,24/05/2020
40418,40419,40418,24/05/2020,24/05/2020
40419,40420,40419,22/05/2020,18/05/2020
40420,40421,40420,18/05/2020,23/05/2020
40421,40422,40421,22/05/2020,18/05/2020
40422,40423,40422,21/05/2020,20/05/2020
40423,40424,40423,24/05/2020,20/05/2020
40424,40425,40424,20/05/2020,24/05/2020
40425,40426,40425,24/05/2020,24/05/2020
40426,40427,40426,20/05/2020,24/05/2020
40427,40428,40427,23/05/2020,23/05/2020
40428,40429,40428,21/05/2020,19/05/2020
40429,40430,40429,21/05/2020,21/05/2020
40430,40431,40430,22/05/2020,23/05/2020
40431,40432,40431,24/05/2020,24/05/2020
40432,40433,40432,22/05/2020,21/05/2020
40433,40434,40433,19/05/2020,18/05/2020
40434,40435,40434,23/05/2020,20/05/2020
40435,40436,40435,21/05/2020,21/05/2020
40436,40437,40436,19/05/2020,23/05/2020
40437,40438,40437,20/05/2020,19/05/2020
40438,40439,40438,19/05/2020,18/05/2020
40439,40440,40439,18/05/2020,23/05/2020
40440,40441,40440,22/05/2020,23/05/2020
40441,40442,40441,23/05/2020,22/05/2020
40442,40443,40442,19/05/2020,18/05/2020
40443,40444,40443,20/05/2020,19/05/2020
40444,40445,40444,21/05/2020,18/05/2020
40445,40446,40445,23/05/2020,21/05/2020
40446,40447,40446,23/05/2020,21/05/2020
40447,40448,40447,20/05/2020,24/05/2020
40448,40449,40448,20/05/2020,23/05/2020
40449,40450,40449,23/05/2020,23/05/2020
40450,40451,40450,23/05/2020,18/05/2020
40451,40452,40451,18/05/2020,19/05/2020
40452,40453,40452,21/05/2020,18/05/2020
40453,40454,40453,19/05/2020,21/05/2020
