NUMOFERTA, IDOPERADOR, IDLUGAR, TIPOLUGAR, HABILITADA, FECHAINICIAL, FECHAFINAL, PRECIO
 40043,40043,40043,suite vivienda universitaria,1,12/10/2018,08/10/2018,695127
 40044,40044,40044,vivienda,1,17/09/2018,23/10/2019,769446
 40045,40045,40045,habitación vivienda universitaria,0,16/10/2019,10/07/2018,1069681
 40046,40046,40046,habitación hostal,1,03/08/2019,02/04/2020,2889954
 40047,40047,40047,habitación vivienda ,1,13/11/2019,28/06/2018,1811754
 40048,40048,40048,habitación vivienda universitaria,1,03/09/2019,09/12/2019,761314
 40049,40049,40049,suite hotel,1,03/05/2020,04/07/2018,941218
 40050,40050,40050,habitación hotel,0,12/07/2019,14/07/2019,437293
 40051,40051,40051,habitación vivienda universitaria,0,21/09/2019,20/04/2020,911991
 40052,40052,40052,habitación hostal,0,19/03/2018,15/12/2019,2812495
 40053,40053,40053,suite vivienda universitaria,0,07/02/2019,07/08/2019,1919214
 40054,40054,40054,habitación hotel,1,28/02/2019,14/05/2019,454416
 40055,40055,40055,vivienda,0,30/10/2019,19/11/2019,174531
 40056,40056,40056,suite vivienda universitaria,0,17/10/2019,17/02/2019,876723
 40057,40057,40057,suite vivienda universitaria,1,06/06/2019,24/06/2019,2164101
 40058,40058,40058,habitación vivienda ,0,01/07/2019,03/03/2018,3483928
 40059,40059,40059,suite hotel,0,18/08/2018,21/04/2019,1738163
 40060,40060,40060,habitación hostal,1,02/01/2018,13/06/2018,2418427
 40061,40061,40061,vivienda,1,19/01/2020,14/07/2018,2237384
 40062,40062,40062,suite vivienda universitaria,1,20/04/2018,16/04/2020,1941326
 40063,40063,40063,habitación hostal,0,28/09/2018,22/04/2020,3688170
 40064,40064,40064,habitación hostal,0,22/11/2019,22/03/2019,3637319
 40065,40065,40065,habitación hotel,1,08/02/2019,18/01/2018,832315
 40066,40066,40066,habitación hostal,1,15/01/2020,04/11/2018,2371208
 40067,40067,40067,vivienda,1,23/10/2018,29/09/2019,3581840
 40068,40068,40068,habitación hotel,1,05/10/2019,12/02/2019,3988926
 40069,40069,40069,vivienda,1,02/12/2018,15/08/2019,1696906
 40070,40070,40070,suite hotel,0,04/07/2019,19/11/2019,3851581
 40071,40071,40071,habitación vivienda ,1,15/10/2018,26/04/2018,247311
 40072,40072,40072,suite hotel,1,06/09/2018,12/01/2020,2099217
 40073,40073,40073,vivienda,1,29/07/2019,27/08/2018,2217616
 40074,40074,40074,suite hotel,1,03/06/2018,28/01/2020,2977655
 40075,40075,40075,habitación hotel,1,17/10/2018,22/05/2019,2800303
 40076,40076,40076,habitación vivienda ,0,05/09/2018,08/08/2019,427508
 40077,40077,40077,habitación hotel,1,26/05/2019,07/10/2018,748281
 40078,40078,40078,vivienda,0,05/03/2020,24/08/2019,883085
 40079,40079,40079,habitación hostal,0,13/02/2019,08/08/2019,3021859
 40080,40080,40080,suite hotel,0,03/07/2018,28/03/2019,265950
 40081,40081,40081,vivienda,0,23/07/2019,04/02/2018,2905822
 40082,40082,40082,vivienda,0,14/05/2019,01/12/2019,1198487
 40083,40083,40083,habitación vivienda ,0,10/03/2020,08/02/2019,3360324
 40084,40084,40084,habitación vivienda universitaria,1,28/07/2018,19/04/2018,196807
 40085,40085,40085,habitación hostal,1,09/01/2020,07/04/2018,3914426
 40086,40086,40086,habitación vivienda universitaria,0,10/02/2019,30/07/2018,1306655
 40087,40087,40087,suite hotel,1,20/04/2020,30/03/2018,386140
 40088,40088,40088,habitación vivienda ,0,04/09/2018,17/03/2018,2510618
 40089,40089,40089,habitación hotel,0,24/03/2019,11/05/2019,115047
 40090,40090,40090,vivienda,1,23/01/2019,22/05/2018,2640194
 40091,40091,40091,habitación vivienda universitaria,1,15/12/2019,19/01/2020,1384471
 40092,40092,40092,habitación hotel,0,04/01/2020,12/09/2019,1129107
 40093,40093,40093,suite vivienda universitaria,1,15/03/2018,13/05/2019,3050998
 40094,40094,40094,suite vivienda universitaria,0,20/06/2018,16/10/2018,1169437
 40095,40095,40095,habitación vivienda universitaria,0,01/04/2020,25/09/2018,3758548
 40096,40096,40096,habitación hostal,1,24/09/2018,04/07/2019,1829756
 40097,40097,40097,vivienda,0,26/11/2019,06/05/2018,117152
 40098,40098,40098,habitación vivienda ,0,08/10/2019,17/01/2018,463305
 40099,40099,40099,habitación hostal,1,16/01/2018,23/09/2018,1344972
 40100,40100,40100,habitación hotel,0,18/02/2019,13/04/2018,2330278
 40101,40101,40101,habitación vivienda universitaria,1,29/06/2019,17/05/2019,2130812
 40102,40102,40102,suite vivienda universitaria,0,09/08/2018,28/12/2019,2871504
 40103,40103,40103,suite hotel,0,23/01/2019,26/05/2019,3959117
 40104,40104,40104,suite hotel,1,20/08/2018,09/04/2019,3611650
 40105,40105,40105,suite hotel,0,28/10/2018,01/12/2018,3905748
 40106,40106,40106,habitación hotel,1,19/04/2019,15/01/2018,848522
 40107,40107,40107,habitación hotel,1,03/04/2020,25/12/2018,3962049
 40108,40108,40108,habitación hostal,0,27/01/2019,04/04/2020,2447005
 40109,40109,40109,habitación vivienda ,1,12/02/2020,05/05/2019,1779366
 40110,40110,40110,habitación vivienda universitaria,0,03/06/2019,21/09/2019,2186140
 40111,40111,40111,suite vivienda universitaria,0,06/02/2018,17/02/2020,1101038
 40112,40112,40112,suite vivienda universitaria,1,26/11/2018,28/06/2019,512690
 40113,40113,40113,vivienda,1,15/08/2018,17/05/2020,3130659
 40114,40114,40114,habitación hostal,1,14/01/2019,13/02/2019,3271130
 40115,40115,40115,habitación vivienda ,0,04/04/2019,04/08/2018,3150378
 40116,40116,40116,habitación vivienda ,0,19/05/2020,01/03/2019,1492306
 40117,40117,40117,habitación vivienda ,0,20/07/2018,06/04/2018,2584588
 40118,40118,40118,vivienda,1,31/08/2018,15/03/2020,2754748
 40119,40119,40119,vivienda,1,27/04/2018,22/05/2018,2813035
 40120,40120,40120,habitación hostal,0,26/02/2020,09/02/2020,2969836
 40121,40121,40121,habitación vivienda universitaria,1,11/06/2019,21/11/2019,1442460
 40122,40122,40122,vivienda,0,21/01/2019,23/04/2020,2601525
 40123,40123,40123,habitación vivienda ,0,09/05/2020,13/10/2019,1766200
 40124,40124,40124,vivienda,0,08/10/2018,10/12/2018,3593198
 40125,40125,40125,vivienda,1,22/01/2018,16/12/2018,1058273
 40126,40126,40126,suite hotel,0,10/12/2018,08/03/2019,2969240
 40127,40127,40127,vivienda,1,06/11/2019,03/01/2018,199391
 40128,40128,40128,suite hotel,0,06/03/2019,27/08/2019,2590676
 40129,40129,40129,habitación vivienda universitaria,1,17/05/2018,13/01/2019,1852781
 40130,40130,40130,habitación vivienda ,0,26/11/2019,19/09/2018,1314156
 40131,40131,40131,suite hotel,1,11/07/2019,25/01/2018,1285660
 40132,40132,40132,suite hotel,1,02/03/2019,16/11/2018,1501780
 40133,40133,40133,suite hotel,0,20/04/2020,22/02/2019,2847026
 40134,40134,40134,habitación vivienda universitaria,1,31/01/2019,13/01/2020,599771
 40135,40135,40135,habitación vivienda universitaria,0,11/02/2018,27/09/2019,2941265
 40136,40136,40136,vivienda,0,30/10/2018,03/01/2020,3535701
 40137,40137,40137,vivienda,1,31/01/2019,02/04/2020,614910
 40138,40138,40138,suite hotel,0,04/10/2019,23/04/2019,1460261
 40139,40139,40139,habitación hostal,0,31/07/2019,29/07/2018,1499691
 40140,40140,40140,habitación vivienda ,0,29/03/2018,11/08/2019,2701937
 40141,40141,40141,habitación hostal,0,17/11/2019,03/10/2018,2209835
 40142,40142,40142,habitación hostal,1,05/07/2019,13/04/2019,1600108
 40143,40143,40143,habitación vivienda ,0,24/09/2018,17/03/2019,698851
 40144,40144,40144,habitación vivienda universitaria,1,23/11/2018,29/11/2018,3869938
 40145,40145,40145,habitación hotel,0,22/02/2018,21/04/2019,1333482
 40146,40146,40146,habitación hotel,0,19/06/2018,19/07/2019,1309892
 40147,40147,40147,habitación hotel,1,29/09/2018,27/01/2020,1259114
 40148,40148,40148,suite vivienda universitaria,0,22/02/2018,30/08/2019,1490607
 40149,40149,40149,habitación hostal,1,18/01/2020,07/09/2019,1509094
 40150,40150,40150,suite vivienda universitaria,0,26/07/2018,07/04/2020,2304673
 40151,40151,40151,suite hotel,0,12/11/2019,12/11/2018,779828
 40152,40152,40152,habitación vivienda universitaria,1,03/07/2019,20/05/2018,3200333
 40153,40153,40153,suite hotel,0,17/05/2020,12/07/2018,2693910
 40154,40154,40154,suite vivienda universitaria,1,08/11/2019,30/03/2019,2886875
 40155,40155,40155,vivienda,1,15/05/2020,18/05/2020,2974742
 40156,40156,40156,habitación vivienda universitaria,1,23/09/2019,29/11/2018,3032275
 40157,40157,40157,habitación hotel,1,28/09/2018,01/09/2019,1717223
 40158,40158,40158,suite hotel,0,26/10/2018,26/03/2019,3733836
 40159,40159,40159,habitación vivienda ,1,21/11/2019,23/11/2019,1000837
 40160,40160,40160,suite hotel,0,05/03/2020,17/02/2020,1148719
 40161,40161,40161,habitación hotel,1,13/05/2019,07/09/2019,420077
 40162,40162,40162,habitación hostal,0,20/12/2019,20/09/2019,1660347
 40163,40163,40163,vivienda,0,25/12/2018,17/02/2020,3316104
 40164,40164,40164,vivienda,0,11/06/2019,20/02/2019,368361
 40165,40165,40165,vivienda,1,11/04/2020,09/12/2018,1941674
 40166,40166,40166,suite hotel,1,02/12/2018,20/02/2020,3967089
 40167,40167,40167,habitación vivienda universitaria,1,09/05/2019,13/12/2019,1708526
 40168,40168,40168,habitación vivienda universitaria,1,23/07/2018,18/04/2019,1823849
 40169,40169,40169,habitación hostal,1,08/09/2019,23/01/2019,758834
 40170,40170,40170,vivienda,0,08/04/2019,06/11/2019,2190364
 40171,40171,40171,vivienda,0,30/07/2019,27/12/2019,1238773
 40172,40172,40172,suite hotel,0,12/08/2019,25/05/2018,3630657
 40173,40173,40173,suite hotel,0,03/02/2020,01/05/2019,2931434
 40174,40174,40174,suite hotel,0,26/11/2018,11/04/2019,367903
 40175,40175,40175,habitación vivienda universitaria,0,21/09/2019,28/10/2019,1698814
 40176,40176,40176,habitación vivienda universitaria,0,19/08/2019,29/12/2018,3865782
 40177,40177,40177,vivienda,0,27/11/2018,21/03/2019,2923969
 40178,40178,40178,habitación hostal,1,24/10/2018,17/02/2018,953604
 40179,40179,40179,habitación vivienda universitaria,0,24/03/2019,08/05/2019,2122387
 40180,40180,40180,habitación vivienda universitaria,0,24/04/2018,27/11/2019,2067571
 40181,40181,40181,suite vivienda universitaria,1,25/05/2019,22/07/2018,677591
 40182,40182,40182,vivienda,0,08/09/2019,08/07/2019,1372630
 40183,40183,40183,suite hotel,1,16/11/2019,07/01/2019,3512695
 40184,40184,40184,suite vivienda universitaria,0,25/02/2020,04/09/2019,2646551
 40185,40185,40185,suite hotel,0,31/07/2019,23/05/2020,3777854
 40186,40186,40186,habitación hostal,1,21/01/2020,27/06/2018,3103778
 40187,40187,40187,habitación hostal,1,24/06/2019,20/05/2018,1984181
 40188,40188,40188,habitación vivienda universitaria,1,14/05/2020,24/05/2020,2079013
 40189,40189,40189,habitación hotel,1,04/05/2019,02/06/2019,1535158
 40190,40190,40190,habitación vivienda ,1,10/08/2019,25/01/2019,1343472
 40191,40191,40191,habitación vivienda universitaria,1,17/01/2019,13/08/2019,1217255
 40192,40192,40192,habitación hotel,1,22/02/2020,26/04/2020,2755928
 40193,40193,40193,habitación hotel,0,05/04/2019,16/03/2020,3983712
 40194,40194,40194,habitación vivienda universitaria,1,29/04/2020,29/07/2019,226410
 40195,40195,40195,habitación hotel,1,28/09/2019,16/03/2020,1014692
 40196,40196,40196,suite vivienda universitaria,1,21/04/2018,24/12/2018,2833058
 40197,40197,40197,habitación vivienda universitaria,0,11/10/2019,17/10/2019,897745
 40198,40198,40198,suite vivienda universitaria,1,20/01/2018,19/01/2018,728310
 40199,40199,40199,suite hotel,0,08/08/2018,21/10/2018,2021816
 40200,40200,40200,habitación vivienda universitaria,0,15/06/2018,23/03/2019,2987563
 40201,40201,40201,habitación hostal,0,28/11/2019,24/01/2019,3834785
 40202,40202,40202,habitación hostal,0,25/02/2018,06/10/2018,3096630
 40203,40203,40203,suite hotel,1,01/06/2019,01/09/2019,2428972
 40204,40204,40204,habitación hostal,1,23/10/2018,04/01/2018,3907591
 40205,40205,40205,suite vivienda universitaria,1,02/12/2019,12/03/2019,2316914
 40206,40206,40206,habitación vivienda universitaria,1,11/08/2018,29/10/2018,2840239
 40207,40207,40207,habitación hostal,0,09/06/2018,21/05/2020,3225243
 40208,40208,40208,habitación hostal,1,03/03/2019,25/09/2018,571078
 40209,40209,40209,habitación hotel,1,21/09/2018,31/08/2019,334735
 40210,40210,40210,habitación hotel,1,11/06/2018,09/12/2018,178634
 40211,40211,40211,vivienda,1,19/01/2019,30/11/2019,3782350
 40212,40212,40212,vivienda,1,03/01/2020,03/01/2019,1072541
 40213,40213,40213,habitación hostal,1,05/01/2019,06/01/2020,2109653
 40214,40214,40214,suite vivienda universitaria,1,06/06/2019,28/02/2020,3958864
 40215,40215,40215,habitación vivienda ,0,23/09/2019,20/07/2018,747436
 40216,40216,40216,habitación hostal,1,02/12/2018,17/03/2019,2491882
 40217,40217,40217,vivienda,1,04/12/2019,29/05/2018,812444
 40218,40218,40218,vivienda,0,26/03/2018,26/09/2019,1849827
 40219,40219,40219,suite vivienda universitaria,0,11/06/2018,22/03/2018,1859547
 40220,40220,40220,habitación vivienda ,1,14/03/2019,28/10/2019,3066237
 40221,40221,40221,habitación hostal,1,06/06/2018,19/04/2018,1099044
 40222,40222,40222,habitación hostal,0,08/03/2019,15/10/2018,3782263
 40223,40223,40223,habitación hostal,1,24/10/2019,08/07/2018,94880
 40224,40224,40224,suite hotel,0,27/04/2020,10/03/2018,1572821
 40225,40225,40225,suite vivienda universitaria,0,23/10/2019,20/03/2019,2166361
 40226,40226,40226,vivienda,0,31/03/2020,27/05/2019,1031121
 40227,40227,40227,habitación vivienda ,0,16/12/2018,14/08/2019,2740936
 40228,40228,40228,habitación vivienda ,1,23/06/2018,18/10/2018,3913893
 40229,40229,40229,habitación hotel,0,19/02/2018,25/09/2018,1940433
 40230,40230,40230,suite hotel,0,20/03/2018,20/01/2019,2561704
 40231,40231,40231,habitación hotel,1,07/01/2018,16/05/2018,1413350
 40232,40232,40232,habitación hotel,1,29/10/2019,27/04/2018,325127
 40233,40233,40233,suite vivienda universitaria,1,06/10/2019,09/05/2019,3671515
 40234,40234,40234,habitación vivienda ,1,01/07/2018,11/04/2020,2632375
 40235,40235,40235,habitación vivienda universitaria,0,23/04/2018,29/12/2018,1390261
 40236,40236,40236,suite vivienda universitaria,0,26/04/2020,07/09/2018,3989308
 40237,40237,40237,habitación hotel,1,10/01/2020,08/01/2019,3561026
 40238,40238,40238,habitación hostal,1,17/12/2019,19/10/2018,2242489
 40239,40239,40239,habitación hotel,1,09/01/2019,16/03/2020,3300472
 40240,40240,40240,habitación hostal,0,03/11/2018,11/04/2020,3238570
 40241,40241,40241,habitación hostal,1,21/07/2018,08/11/2018,1522359
 40242,40242,40242,vivienda,1,19/08/2018,25/03/2020,3424477
 40243,40243,40243,vivienda,1,01/10/2019,10/02/2020,2502296
 40244,40244,40244,habitación vivienda ,1,25/03/2019,11/01/2019,1489500
 40245,40245,40245,habitación vivienda ,0,22/06/2018,11/08/2019,1939319
 40246,40246,40246,habitación hotel,1,12/01/2020,24/04/2018,3705237
 40247,40247,40247,habitación vivienda ,0,29/04/2020,17/03/2020,1043369
 40248,40248,40248,habitación hotel,1,22/02/2019,06/05/2019,1574424
 40249,40249,40249,vivienda,0,19/11/2018,06/06/2019,3923749
 40250,40250,40250,habitación hotel,0,08/06/2018,18/08/2018,1417412
 40251,40251,40251,suite hotel,0,24/08/2018,16/01/2020,821959
 40252,40252,40252,habitación vivienda ,0,11/05/2019,24/06/2018,1495885
 40253,40253,40253,habitación vivienda ,1,09/06/2019,09/08/2018,1255133
 40254,40254,40254,habitación vivienda universitaria,0,26/07/2019,29/10/2019,3723086
 40255,40255,40255,habitación hostal,1,01/02/2019,04/01/2020,1298815
 40256,40256,40256,suite hotel,1,24/03/2018,14/07/2018,3707722
 40257,40257,40257,suite hotel,1,03/04/2018,06/05/2019,2572377
 40258,40258,40258,suite vivienda universitaria,0,19/01/2019,05/05/2020,155186
 40259,40259,40259,suite hotel,0,10/03/2018,25/04/2020,3380569
 40260,40260,40260,suite hotel,1,17/05/2019,06/07/2019,3464097
 40261,40261,40261,habitación vivienda ,0,08/10/2019,18/04/2019,1021461
 40262,40262,40262,habitación vivienda ,0,05/02/2019,27/08/2018,2175152
 40263,40263,40263,habitación hotel,1,27/10/2019,12/05/2020,3641177
 40264,40264,40264,habitación vivienda universitaria,1,09/04/2020,07/05/2019,3443828
 40265,40265,40265,habitación vivienda ,0,31/05/2018,25/01/2019,1203118
 40266,40266,40266,habitación vivienda universitaria,0,14/10/2018,06/05/2019,1913577
 40267,40267,40267,suite hotel,0,07/01/2019,13/04/2019,1943321
 40268,40268,40268,habitación vivienda ,0,17/09/2018,05/11/2019,240392
 40269,40269,40269,vivienda,1,11/10/2019,20/04/2018,1653160
 40270,40270,40270,suite vivienda universitaria,1,10/01/2019,19/03/2019,2321020
 40271,40271,40271,habitación vivienda universitaria,0,15/12/2019,21/01/2018,1779409
 40272,40272,40272,habitación hostal,0,13/12/2018,04/08/2018,1507586
 40273,40273,40273,suite vivienda universitaria,0,10/03/2019,28/02/2018,1998996
 40274,40274,40274,habitación vivienda ,0,10/07/2018,20/02/2019,637998
 40275,40275,40275,habitación hotel,0,22/03/2020,22/04/2020,3363377
 40276,40276,40276,habitación vivienda universitaria,1,05/05/2018,18/09/2018,2506343
 40277,40277,40277,vivienda,0,19/01/2019,16/01/2018,2329259
 40278,40278,40278,habitación vivienda universitaria,0,18/06/2018,13/04/2019,1161359
 40279,40279,40279,habitación hotel,0,28/08/2019,25/04/2018,2201805
 40280,40280,40280,habitación hostal,0,23/03/2018,15/02/2019,3493584
 40281,40281,40281,habitación vivienda universitaria,1,26/03/2018,17/01/2020,3624797
 40282,40282,40282,vivienda,1,28/04/2020,23/07/2019,2939333
 40283,40283,40283,suite vivienda universitaria,0,06/04/2018,13/06/2018,3202725
 40284,40284,40284,habitación vivienda ,1,16/09/2019,23/06/2019,2791899
 40285,40285,40285,habitación hotel,1,21/04/2018,11/08/2018,3849920
 40286,40286,40286,suite hotel,1,17/02/2018,29/05/2018,3823016
 40287,40287,40287,vivienda,1,07/10/2019,06/04/2018,2449225
 40288,40288,40288,habitación hotel,0,16/04/2018,21/04/2018,3058677
 40289,40289,40289,habitación hotel,0,13/10/2018,02/12/2019,1155097
 40290,40290,40290,habitación vivienda ,1,10/04/2018,05/04/2018,1947460
 40291,40291,40291,vivienda,1,13/03/2020,19/04/2019,2382999
 40292,40292,40292,habitación vivienda universitaria,0,19/01/2018,04/05/2020,583071
 40293,40293,40293,habitación vivienda universitaria,1,01/10/2018,13/03/2018,3236199
 40294,40294,40294,suite vivienda universitaria,1,07/12/2018,15/07/2018,2120431
 40295,40295,40295,vivienda,1,12/08/2019,26/06/2018,1468228
 40296,40296,40296,habitación vivienda universitaria,1,23/11/2019,04/04/2018,1178193
 40297,40297,40297,vivienda,1,23/11/2018,18/12/2018,467507
 40298,40298,40298,vivienda,0,30/05/2019,12/01/2018,769732
 40299,40299,40299,suite hotel,0,25/08/2019,11/11/2019,658844
 40300,40300,40300,suite vivienda universitaria,0,18/10/2018,17/03/2019,3822905
 40301,40301,40301,suite vivienda universitaria,1,27/05/2019,06/02/2018,432963
 40302,40302,40302,habitación vivienda ,1,07/03/2018,09/04/2018,1544359
 40303,40303,40303,suite vivienda universitaria,1,19/02/2020,31/12/2019,574370
 40304,40304,40304,habitación hotel,1,19/08/2018,07/08/2019,729602
 40305,40305,40305,vivienda,1,07/10/2018,15/03/2018,2690527
 40306,40306,40306,suite vivienda universitaria,1,16/03/2020,06/01/2020,907135
 40307,40307,40307,suite hotel,1,05/02/2020,02/11/2018,745508
 40308,40308,40308,suite vivienda universitaria,1,20/02/2018,21/08/2019,3776747
