ID, NOMBRE, REGISTROCAMARACOMERCIO, TIENESALAESTUDIO, TIENESALAESPARCIMIENTO, TIENEGIMNASIO, TIENERESTAURANTE 
 per Etiam parturient,29599 West Costa Rica Ct.,48104,48104,1,0,0,1
 rhoncus inceptos Class,51259 East Mali Way,48105,48105,1,0,0,0
 ante Phasellus nisl,35680 East Trinidad and Tobago Ct.,48106,48106,1,1,1,1
 nostra condimentum risus,37509  Hamilton Way,48107,48107,1,1,1,1
 luctus vestibulum Aliquam,80829 East American Samoa Ln.,48108,48108,0,0,1,0
 cursus tincidunt ridiculus,46851 East Hong Kong St.,48109,48109,1,0,1,1
 nec mattis consequat,86891 North Hong Kong St.,48110,48110,1,1,0,0
 mus fringilla taciti,34128 South Morocco Ave.,48111,48111,0,1,1,1
 fames eu rhoncus,55582 South Carrollton Ln.,48112,48112,1,0,0,1
 condimentum id sodales,67308  China Ln.,48113,48113,1,1,1,0
 leo a laoreet,6378  Reunion Ave.,48114,48114,0,0,1,0
 metus iaculis sit,30647 West Luxembourg Way,48115,48115,1,1,0,1
 rhoncus senectus ligula,99468 South Sudan Ct.,48116,48116,1,1,1,1
 libero quis ad,757 North Montebello Ln.,48117,48117,1,1,1,0
 mauris odio arcu,77080 North Aruba Blvd.,48118,48118,1,0,1,1
 scelerisque nisl molestie,5528 South Costa Rica Way,48119,48119,1,1,0,1
 luctus netus conubia,35960 South Corpus Christi Blvd.,48120,48120,0,0,1,1
 faucibus placerat magnis,84426 East Bangladesh Blvd.,48121,48121,0,1,0,0
 in fringilla felis,82518 East Chad Ave.,48122,48122,0,1,0,0
 senectus turpis ridiculus,39041 North Colombia Blvd.,48123,48123,0,0,1,0
 in ullamcorper Quisque,49611 North Lesotho Ave.,48124,48124,0,0,0,0
 varius aliquet et,28994 South Germany St.,48125,48125,1,0,1,1
 vitae Curabitur Mauris,75258 South Italy Ave.,48126,48126,1,1,1,1
 ante ultrices Aenean,15960 West Chad Ct.,48127,48127,0,0,0,0
 Aliquam mattis sem,28136 South Enid St.,48128,48128,0,1,0,0
 feugiat aliquam ullamcorper,15868  Virgin Islands, British Ln.,48129,48129,1,1,1,1
 rhoncus odio libero,83115  Oxford Ln.,48130,48130,0,1,1,1
 at pharetra quis,86873 West Antarctica Way,48131,48131,1,1,0,1
 porttitor ante In,98343 West Barbados Blvd.,48132,48132,1,0,1,0
 nulla volutpat ridiculus,91569 West Chelsea Ave.,48133,48133,0,1,0,0
 porttitor Nunc facilisis,2374 South Andorra Way,48134,48134,0,0,0,1
 nascetur purus inceptos,12233  Beckley Blvd.,48135,48135,1,1,0,0
 hendrerit condimentum senectus,30079 East Antigua and Barbuda St.,48136,48136,0,1,0,1
 euismod Integer nonummy,45810  Bermuda Ave.,48137,48137,1,1,0,1
 pretium scelerisque Etiam,63340 East Cook Islands Ct.,48138,48138,0,0,0,1
 rhoncus Etiam velit,98811 East Georgetown Ave.,48139,48139,0,1,1,1
 nibh sem Sed,44619 East Healdsburg Way,48140,48140,0,0,0,1
 scelerisque gravida Praesent,3910 South American Samoa St.,48141,48141,0,1,1,1
 massa Integer fringilla,18864  Cook Islands Ln.,48142,48142,0,0,1,0
 quis ut tempus,36235  Brazil Ave.,48143,48143,1,1,0,1
 pede iaculis lobortis,42595 South Broken Arrow St.,48144,48144,1,1,0,0
 Quisque dis montes,22876 North Baytown Ct.,48145,48145,0,1,1,1
 Praesent commodo Cras,77747 East Burbank Blvd.,48146,48146,1,1,1,1
 Vivamus convallis Cras,35060 North Chicago St.,48147,48147,1,1,0,1
 pretium laoreet morbi,10124  Belpre Ct.,48148,48148,0,1,0,0
 cursus feugiat semper,19860  Kemmerer St.,48149,48149,1,1,1,1
 tortor interdum sed,80655 South Paraguay St.,48150,48150,0,1,0,0
 id ligula taciti,63671 West China Blvd.,48151,48151,1,0,1,1
 pulvinar vitae accumsan,5343 West Nepal Ln.,48152,48152,0,1,1,0
 varius ultrices sed,76874  Libyan Arab Jamahiriya Way,48153,48153,0,1,1,1
 mollis augue suscipit,19731 West Albuquerque Way,48154,48154,1,0,0,0
 risus Duis sed,89741  Bahamas St.,48155,48155,1,0,1,0
 nibh varius senectus,28886 West Argentina Ln.,48156,48156,0,1,1,0
 enim tempus est,9871 East Papua New Guinea St.,48157,48157,1,0,0,1
 nec suscipit torquent,96036 East Berlin Ct.,48158,48158,1,0,0,0
 elit volutpat placerat,47780 West Svalbard and Jan Mayen Ln.,48159,48159,1,0,1,1
 fames velit laoreet,82289 East Hazleton Ave.,48160,48160,0,1,0,0
 sodales lectus penatibus,36225 East Yemen St.,48161,48161,1,0,1,1
 Class vulputate eleifend,89381 South Singapore Ln.,48162,48162,1,0,0,0
 fermentum tellus velit,74563 South Christmas Island Ave.,48163,48163,0,1,1,1
 aptent netus justo,45167 North Congo Way,48164,48164,1,1,0,0
 inceptos Mauris nisl,83998 East Alpharetta Ct.,48165,48165,0,0,1,0
 feugiat aliquet aliquam,59044 West Croatia Ave.,48166,48166,0,1,0,1
 Vestibulum taciti fames,3920 East Bay St. Louis Way,48167,48167,1,1,1,1
 consequat quis cursus,71880  Benin St.,48168,48168,0,1,1,0
 facilisi Curabitur accumsan,66437 West Togo Ave.,48169,48169,0,0,0,1
 est justo elit,84230  Antigua and Barbuda Blvd.,48170,48170,1,1,0,0
 Maecenas mi nec,80708 North Tanzania, United Republic of Ln.,48171,48171,0,1,1,0
 mauris velit est,22053 North Janesville Way,48172,48172,0,1,1,1
 vehicula mi tempor,79322  Sweden Ct.,48173,48173,0,0,1,0
 enim lacinia Etiam,94241 West Hong Kong Ct.,48174,48174,0,0,1,1
 cubilia Integer eleifend,83210 North Jordan St.,48175,48175,1,1,1,0
 vitae a volutpat,73298 East Samoa St.,48176,48176,0,0,1,1
 eros cubilia sociis,7007 North Israel Ave.,48177,48177,0,0,1,1
 tincidunt risus varius,71361 East Wallis and Futuna Way,48178,48178,0,1,0,0
 ultrices condimentum sodales,18678 East Pakistan Ct.,48179,48179,1,0,1,1
 facilisis tristique netus,86098 North Uruguay St.,48180,48180,1,0,1,1
 pede vulputate Mauris,27501 South Comoros St.,48181,48181,1,1,0,0
 Nam Integer pellentesque,11630  Nampa Blvd.,48182,48182,0,0,1,0
 risus urna odio,33349 South Bouvet Island Ct.,48183,48183,1,0,1,1
 pellentesque at eu,17038 North Bosnia and Herzegovina Ct.,48184,48184,0,1,0,0
 tempus hymenaeos pharetra,63791 East Saint Helena Blvd.,48185,48185,0,0,1,0
 ut feugiat leo,54261 North Oman Way,48186,48186,0,0,1,1
 magna nibh tellus,33868 South Armenia Ln.,48187,48187,1,1,1,0
 orci sit feugiat,94390  Burundi Blvd.,48188,48188,1,1,0,1
 diam scelerisque mi,30912 North Oakland Ave.,48189,48189,0,1,1,0
 faucibus tristique commodo,61300 East Seychelles Ct.,48190,48190,1,1,0,1
 Duis ante congue,79105 North Sweden Ct.,48191,48191,0,0,1,1
 tempor Morbi porta,70663 East Bosnia and Herzegovina Way,48192,48192,0,1,1,0
 Cras turpis convallis,21404 West Bend Ln.,48193,48193,0,1,1,1
 mattis mollis suscipit,96062 North Lithuania Ct.,48194,48194,0,0,0,0
 auctor faucibus Maecenas,77154  Pitcairn Ct.,48195,48195,1,1,0,1
 nibh interdum dui,54094 East Goose Creek Ln.,48196,48196,0,1,1,0
 pulvinar ullamcorper torquent,65249 South Escondido Blvd.,48197,48197,1,1,0,1
 litora mi mollis,8796 North Forrest City Ln.,48198,48198,1,0,0,1
 non pellentesque lobortis,74353 West Clairton Ave.,48199,48199,0,0,1,0
 condimentum pellentesque Donec,66409 South Nicaragua Way,48200,48200,0,0,1,1
 Vivamus elementum odio,28785 South Benin Ave.,48201,48201,0,0,0,0
 posuere in erat,55850 South Pitcairn Ave.,48202,48202,0,0,1,1
 pretium Aenean diam,76808  Bulgaria St.,48203,48203,1,0,1,0
 luctus ridiculus natoque,39399 West Senegal Ln.,48204,48204,0,0,0,0
 Aenean Morbi ultricies,93600 North Puerto Rico Way,48205,48205,0,1,0,0
 ultricies tortor dis,91230 East Chile Blvd.,48206,48206,1,0,0,0
 lacus viverra pulvinar,4009 East Chula Vista Way,48207,48207,1,0,1,0
 Etiam semper ullamcorper,68624 West East Lansing Ave.,48208,48208,0,1,1,0
 interdum eleifend Etiam,70249 South Cameroon St.,48209,48209,1,1,1,1
 Mauris velit vulputate,1754 North Colorado Springs Way,48210,48210,0,1,1,0
 mi in libero,27501 North Guinea-bissau St.,48211,48211,1,0,1,0
 mi pulvinar semper,88047 South Kenya Ave.,48212,48212,1,0,0,0
 lobortis faucibus elit,94732 West Edina Blvd.,48213,48213,1,1,1,0
 rutrum ante eleifend,42917 West Buena Park Ct.,48214,48214,0,0,1,1
 egestas Etiam Vivamus,25374 North Downey Ave.,48215,48215,0,1,0,1
 cursus Aliquam convallis,92971  Argentina Ln.,48216,48216,0,1,0,0
 dignissim libero nibh,5433 North South Georgia and The South Sandwich Islands Ln.,48217,48217,0,1,1,1
 eget magna nec,51401 South Armenia Ave.,48218,48218,0,1,0,1
 pretium nec purus,78651 East Cary Ave.,48219,48219,0,0,1,0
 nibh porttitor aliquam,70487 North Decatur Way,48220,48220,0,1,1,1
 Nulla nibh dignissim,50380  Jordan Ct.,48221,48221,0,0,0,0
 Donec venenatis et,86 West Bakersfield Ave.,48222,48222,1,0,0,1
 egestas Aenean mus,42982 West Little Falls St.,48223,48223,0,1,0,1
 lacus nisl Proin,17053  Tonga St.,48224,48224,1,0,0,1
 hendrerit risus a,40894  Andorra Ln.,48225,48225,1,0,1,0
 vehicula ad sodales,32203 East Fairfax St.,48226,48226,1,0,0,0
 Donec Integer magnis,49719 North Benton Harbor Way,48227,48227,1,0,0,1
 nostra ridiculus et,13236 East Maldives Blvd.,48228,48228,1,1,0,0
 venenatis libero nascetur,24903 South Everett Ave.,48229,48229,0,0,0,1
 blandit Ut id,26503  Cape Verde Blvd.,48230,48230,0,1,1,0
 sed scelerisque a,51170 North Liechtenstein Way,48231,48231,1,1,1,1
 Donec semper nec,43834 North Botswana Blvd.,48232,48232,1,0,0,0
 Lorem augue lobortis,57125 South Papua New Guinea Ave.,48233,48233,1,1,1,0
 tellus ultricies Suspendisse,85940 West Bethany Way,48234,48234,1,0,0,1
 Aenean aliquam nostra,28402 East Bolivia Way,48235,48235,0,0,0,0
 Praesent Curabitur id,65631  Virgin Islands, U.S. Blvd.,48236,48236,1,1,0,0
 Proin justo Phasellus,70326  Cocos Keeling Islands Ave.,48237,48237,1,1,0,0
 felis libero natoque,14685 West Cuba Ave.,48238,48238,1,0,1,1
 eleifend risus neque,19661 East Antarctica St.,48239,48239,1,0,0,1
 arcu mauris tristique,30096 North Jordan Ct.,48240,48240,1,0,0,0
 ridiculus bibendum in,58954 North Darlington Ln.,48241,48241,0,0,1,0
 magna nulla tempor,18527 North Bandon Ct.,48242,48242,0,1,0,0
 nulla lobortis Etiam,7699 South Monterey Ln.,48243,48243,0,1,0,0
 vel dui eu,77602 North Oman St.,48244,48244,0,0,1,0
 Pellentesque faucibus at,94083 South Sweden Way,48245,48245,0,0,1,1
 Duis auctor aliquam,27086 North China St.,48246,48246,0,1,1,0
 augue fermentum ipsum,64288 North Madagascar Blvd.,48247,48247,0,0,0,0
 felis ridiculus venenatis,47653  Palau Ave.,48248,48248,0,1,1,1
 lobortis parturient magnis,495 North Cincinnati Ct.,48249,48249,0,0,0,1
 Nunc taciti consequat,13011 South South Africa Ct.,48250,48250,1,0,0,0
 netus lacus interdum,3721 West Slovakia St.,48251,48251,0,0,1,0
 orci aliquet Duis,25278 North Nicaragua Blvd.,48252,48252,1,0,0,0
 dis Fusce enim,20799  Fitchburg St.,48253,48253,1,1,1,0
 velit morbi eget,34190 North Canada Ct.,48254,48254,1,1,1,1
 est ligula ultrices,31218 South Canada Way,48255,48255,1,0,0,1
 purus Aliquam Praesent,54479 West Anguilla Ln.,48256,48256,0,1,0,1
 neque nascetur libero,48907 North Bangladesh Way,48257,48257,0,0,1,1
 dolor lorem adipiscing,63758 West Oman Blvd.,48258,48258,0,1,0,0
 convallis libero pharetra,86448 West Belgium Ct.,48259,48259,1,0,1,1
 condimentum Maecenas Mauris,79929 West Spain Way,48260,48260,0,0,1,1
 netus lorem Vestibulum,52054 North South Africa St.,48261,48261,1,1,1,1
 eros ac velit,44370 North Merced Ave.,48262,48262,1,1,0,1
 diam ac nascetur,99574 North Auburn Hills Ave.,48263,48263,1,1,0,0
 pulvinar turpis nascetur,4018 West Dubuque Blvd.,48264,48264,1,0,0,1
 metus congue sagittis,40204 South Bulgaria Way,48265,48265,0,1,0,0
 ligula convallis cursus,51769 West Bhutan Blvd.,48266,48266,1,0,1,0
 mollis id dapibus,57057 South Cambodia Ct.,48267,48267,1,1,1,0
 Pellentesque Class aptent,21726 East Taiwan, Province of China Ct.,48268,48268,0,1,1,0
 faucibus inceptos dignissim,60636  Saint Helena Ct.,48269,48269,0,0,1,0
 Etiam auctor neque,84434 South Wallis and Futuna Ave.,48270,48270,1,1,1,1
 litora montes fames,57136  Bahamas Blvd.,48271,48271,0,1,0,0
 quam senectus massa,19451 South Opelousas St.,48272,48272,0,1,0,1
 ac aliquet Vivamus,35260 East Botswana Blvd.,48273,48273,0,1,1,1
 congue mauris mollis,45604 West Mauritius Ln.,48274,48274,1,0,1,0
 hymenaeos mauris ante,17605 East Hong Kong Ave.,48275,48275,0,1,0,1
 nec vestibulum auctor,86917 North Olympia Blvd.,48276,48276,0,1,1,0
 cursus Fusce sociosqu,79177 East Bolivia Ct.,48277,48277,1,0,1,1
 pharetra semper enim,38224 East Serbia and Montenegro Ct.,48278,48278,1,0,1,1
 eu elementum nibh,35480 North Tanzania, United Republic of Way,48279,48279,0,0,1,1
 ante gravida aptent,9747  Swaziland St.,48280,48280,1,1,0,1
 mattis per pretium,79089  Mauritania Way,48281,48281,1,1,0,0
 tincidunt rutrum volutpat,1436 South Saint Vincent and The Grenadines St.,48282,48282,0,0,1,1
 netus leo Curabitur,77643 East Butler Ave.,48283,48283,0,1,0,0
 vestibulum feugiat Class,26397  Guatemala St.,48284,48284,0,1,1,1
 Vivamus sit iaculis,4138 North Astoria Ave.,48285,48285,1,0,1,1
 nisi dui lorem,49441 West Honduras Ct.,48286,48286,1,1,0,0
 auctor tristique eros,28135 South Liberia Ave.,48287,48287,0,1,1,0
 diam felis massa,54543 North Bangladesh Ave.,48288,48288,0,0,0,0
 morbi dolor vulputate,39984 East DeKalb Way,48289,48289,1,0,1,1
 in nonummy commodo,38258  Panama St.,48290,48290,1,0,1,1
 nostra diam laoreet,84743  Christmas Island Blvd.,48291,48291,0,1,0,0
 senectus a eleifend,85728  Bartlesville St.,48292,48292,1,0,1,1
 egestas Lorem Pellentesque,25792 South Agat Way,48293,48293,0,0,1,1
 purus rutrum elementum,24367 West Arlington Ave.,48294,48294,1,1,0,0
 Praesent blandit sodales,27461 East Albania Ave.,48295,48295,1,1,0,1
 magnis tortor Phasellus,50915 North Turkey St.,48296,48296,0,1,1,1
 In cubilia eleifend,57474  Cook Islands Blvd.,48297,48297,1,0,1,1
 torquent senectus egestas,12820 West Orlando Way,48298,48298,1,0,0,0
 Lorem ultrices vitae,89583 North Latvia Ln.,48299,48299,0,0,0,1
 nulla pretium risus,36862 East Elko St.,48300,48300,1,0,1,0
 Cum elementum taciti,99061 North United States Minor Outlying Islands Blvd.,48301,48301,1,1,1,1
 nascetur senectus orci,51938 East Kiribati St.,48302,48302,0,0,0,1
 sed nostra Praesent,39524 South Christmas Island Ave.,48303,48303,0,0,1,0
 imperdiet Praesent porttitor,39894 West Green Bay Way,48304,48304,0,1,0,1
 aptent non volutpat,54243 South Palestinian Territory, Occupied Way,48305,48305,1,1,1,1
 nostra hendrerit hymenaeos,20323 North Greenland Ln.,48306,48306,0,1,0,1
 neque blandit at,28360 North Thailand Blvd.,48307,48307,0,0,0,1
 In ante dis,84651 North Brunswick Ct.,48308,48308,0,1,0,0
 volutpat rhoncus molestie,42812  Sweden St.,48309,48309,0,0,0,0
 quam scelerisque vehicula,82961 East Corona St.,48310,48310,0,1,0,0
 tempus Cras elit,60964 East Benin St.,48311,48311,0,1,0,0
 Class lacinia feugiat,34106 South Indonesia Ave.,48312,48312,1,0,0,1
 velit feugiat rutrum,93835 West Christmas Island St.,48313,48313,0,1,0,0
 adipiscing porta ipsum,33535 North Hilo Ave.,48314,48314,0,0,0,1
 iaculis rutrum Proin,10777 North Belarus Ave.,48315,48315,0,0,1,0
 eget Sed faucibus,49776 North Martinique Ave.,48316,48316,0,1,1,0
 Nunc Cum rhoncus,31720 East New Zealand St.,48317,48317,1,0,1,0
 laoreet condimentum nostra,58649 South Kennesaw St.,48318,48318,1,1,0,0
 magnis montes leo,11403  Cape Verde Way,48319,48319,0,1,0,0
 sociosqu accumsan Curabitur,5313 West Afghanistan Way,48320,48320,0,1,0,0
 sem lacus magnis,66985 East Hornell St.,48321,48321,1,1,1,0
 mattis orci vitae,96051 North Corona Way,48322,48322,0,1,0,0
 porttitor Nulla habitant,50802 North Central African Republic Ave.,48323,48323,0,0,1,1
 lacinia vulputate tortor,93024 South Bosnia and Herzegovina St.,48324,48324,1,0,0,1
 ad Donec habitant,24975  Chad St.,48325,48325,1,0,1,0
 habitant risus odio,33133 South Angola Ave.,48326,48326,0,1,1,0
 ligula nunc pharetra,11300 North Kenya Ct.,48327,48327,1,1,1,1
 dui mollis urna,51828 West Cameroon Way,48328,48328,0,0,0,1
 dapibus Vestibulum per,55238 North Agawam Blvd.,48329,48329,0,0,0,1
 enim suscipit Cras,95181 North Albania Ave.,48330,48330,1,1,0,1
 sollicitudin inceptos In,17346 South Dominican Republic Blvd.,48331,48331,0,0,0,0
 magna imperdiet urna,60057 West Uruguay Blvd.,48332,48332,0,0,1,1
 Duis Nam Mauris,62093 South Turkey Ave.,48333,48333,0,1,1,1
 placerat ante parturient,93612 East Comoros Way,48334,48334,0,0,1,0
 faucibus fames et,72538 West Kuwait Blvd.,48335,48335,0,1,1,0
 mollis taciti amet,99617 South New Brunswick Ct.,48336,48336,1,0,1,1
 pede dui ac,93469 West Grand Forks Blvd.,48337,48337,1,0,1,0
 odio Duis ultricies,8194 South Flagstaff Ave.,48338,48338,1,0,1,0
 volutpat interdum laoreet,84852 South Denmark Ct.,48339,48339,1,1,1,1
 feugiat ultrices ullamcorper,23942  Armenia Way,48340,48340,0,1,1,0
 Proin iaculis sagittis,24187 West Chile Ave.,48341,48341,1,0,1,1
 facilisis iaculis commodo,95401  Benin Ct.,48342,48342,1,0,1,0
 gravida Nam arcu,55501 North American Samoa Ct.,48343,48343,1,0,0,1
 habitant Vivamus pretium,27034 East Sri Lanka Ct.,48344,48344,1,0,1,1
 urna risus hendrerit,37104  Clarksburg Blvd.,48345,48345,0,1,0,1
 consequat sem amet,12680 South Brazil Ln.,48346,48346,1,1,0,0
 sed conubia iaculis,66860 South Sudan Way,48347,48347,0,0,1,0
 sagittis suscipit eros,97425 South Bentonville St.,48348,48348,1,1,0,1
 penatibus pulvinar pulvinar,79873 North Macao Ln.,48349,48349,1,0,1,1
 euismod nisi placerat,65875  Comoros Ct.,48350,48350,1,1,1,1
 mattis montes interdum,68143  Hoover Way,48351,48351,1,1,0,0
 vel sodales placerat,83992 South Iceland Ln.,48352,48352,1,1,0,1
 porta hendrerit ultrices,46459 West Vanuatu Ave.,48353,48353,0,1,1,1
 tristique dictum ornare,26053 West Hayward Ave.,48354,48354,0,1,1,0
 sociosqu aptent dignissim,74437 East Sweden Ct.,48355,48355,1,1,1,1
 accumsan Proin pellentesque,23073  Oman Way,48356,48356,0,1,0,1
 accumsan Nunc vehicula,33017 East Madagascar Ave.,48357,48357,1,1,1,0
 Quisque ipsum at,1276 South San Marino Blvd.,48358,48358,0,1,1,1
 sit Integer imperdiet,84323 South Cerritos Ln.,48359,48359,0,1,0,0
 Fusce Sed egestas,59117  Belarus St.,48360,48360,0,0,0,0
 augue luctus suscipit,63554 West Mali Ct.,48361,48361,1,0,0,1
 sem lacus Lorem,48142 West Luxembourg Blvd.,48362,48362,0,0,0,1
 fermentum dis Fusce,16687 East Virgin Islands, British Ct.,48363,48363,0,1,0,1
 diam Etiam leo,86913 East Brownsville Way,48364,48364,0,1,1,0
 tristique hendrerit Cras,33844  Bradbury St.,48365,48365,1,0,1,0
 convallis ultricies tristique,84875 West Hammond Blvd.,48366,48366,1,0,0,0
 libero non gravida,19773 North Australia Way,48367,48367,1,0,1,1
 accumsan id Lorem,21674 North Panama Way,48368,48368,0,1,1,1
 posuere tempor nec,89788 East Monongahela Ln.,48369,48369,1,1,1,0
 Sed magna leo,92411 South Poland St.,48370,48370,0,1,1,1
 litora elementum euismod,51483 East Hartford Ln.,48371,48371,1,1,1,1
 fermentum massa felis,88024 South Agawam Way,48372,48372,1,1,0,1
 Aliquam adipiscing Vivamus,42047  Turks and Caicos Islands Blvd.,48373,48373,1,0,1,0
 dis quam habitant,60404  Armenia Ave.,48374,48374,0,0,0,1
 ultricies scelerisque montes,75752 South United States Minor Outlying Islands Ln.,48375,48375,1,0,1,0
 Nunc dui eget,71134 North Minneapolis Ave.,48376,48376,0,1,1,0
 diam habitant molestie,95135 West Korea, Republic of Ave.,48377,48377,0,1,1,0
 sagittis eu semper,65533 South Bhutan Blvd.,48378,48378,1,0,1,0
 bibendum penatibus pede,55610  Djibouti Ct.,48379,48379,0,0,0,1
 bibendum est nulla,11103 East Suriname Ln.,48380,48380,0,0,1,1
 mollis condimentum facilisi,66145  Elko Blvd.,48381,48381,0,0,0,1
 tellus eleifend quis,44536 West Palau Way,48382,48382,1,0,1,1
 Cum montes nibh,73194 East Antarctica Ct.,48383,48383,1,1,1,0
 imperdiet ullamcorper penatibus,6039 North Eritrea Ln.,48384,48384,0,0,0,1
 Curae ornare purus,29682  Antigua and Barbuda Way,48385,48385,1,0,1,0
 Sed laoreet Duis,38767 South Macedonia Ave.,48386,48386,0,1,0,0
 turpis In Duis,62782 East Senegal Ct.,48387,48387,0,1,1,0
 tempus Aliquam rutrum,21602  Opelousas Ct.,48388,48388,0,0,0,1
 Duis mi egestas,51020 East Costa Rica Ave.,48389,48389,1,0,0,0
 ultricies sed Cum,44691 South Central African Republic Way,48390,48390,0,1,0,1
 nec per Proin,42040 South Guinea-bissau Ave.,48391,48391,0,0,0,1
 massa nonummy ut,75042 East Grand Rapids Ct.,48392,48392,1,1,0,0
 fringilla Cum massa,4029 East Burkina Faso Ct.,48393,48393,1,1,0,1
 Nam a placerat,2413  Iceland Blvd.,48394,48394,0,0,0,0
 Cras inceptos diam,11319 North Harrisburg St.,48395,48395,1,0,1,0
 scelerisque dictum dolor,53800 North Ecuador Ave.,48396,48396,0,0,0,0
 rutrum sit tellus,1881 North Clarksburg Blvd.,48397,48397,1,0,1,0
 Quisque purus parturient,70467 East Venezuela Ct.,48398,48398,1,1,1,1
 Maecenas sagittis posuere,35469 North Israel Ct.,48399,48399,1,0,1,1
 interdum ac malesuada,96826 East Bhutan Ct.,48400,48400,1,1,0,1
 tristique eleifend Vestibulum,3071 East Duluth Blvd.,48401,48401,1,0,1,0
 rutrum Cum ultrices,7431 South Papua New Guinea Way,48402,48402,1,1,0,1
 magnis lorem placerat,34326 South Israel Ave.,48403,48403,0,1,1,1
 blandit risus pretium,75378 West Eritrea Ln.,48404,48404,0,1,1,0
 mus sociis quis,99760 South Fountain Valley Way,48405,48405,0,1,1,0
 magna ac sapien,75585 South Cyprus Ct.,48406,48406,0,0,1,0
 tortor Duis bibendum,84430 West Guam St.,48407,48407,0,1,1,0
